INCIDENT_ID,STREET_ADDRESS,IN_ZIP,LONGITUDE,LATITUDE,FIRE_TYPE,INCIDENT_DURATION_MIN,ALARM_DATE_TIME_AMERICA_NY,year parse,PROPERTY_LOSS_DOLLARS,PROPERTY_USE,FIRE_AREA_OF_ORIGIN,HEAT_SOURCE,ITEM_FIRST_IGNITED,CAUSE_OF_IGNITION,UNIT_1ST_ARRIVE,UNIT_1ST_RESP_TM_MIN,datetime,geometry,geocode_status_code,geocode_count,geocode_quality,geocode_address,geocode_geom,index,point_to_geocode_dist_m
2030142,1421 HAZEL ST,22902,-78.463411,38.033186,Structure Fire                                                                      ,39.38333333333328,2003-01-13 23:25:57,2003,0.0,1 or 2 family dwelling,"Cooking area, kitchen","Spark, ember, or flame from operating equipment","Cooking materials, including edible materials",Unintentional,E7     ,6.166666666666655,2003-01-13 23:25:57,POINT (-78.46341099999999 38.033186),200.0,5.0,1.0,"1600 6th Street Southeast, Charlottesville, Virginia 22902, United States",POINT (-78.48662899999999 38.016582),13.0,2748.7507681863394
2030152,975 EMMET ST N,22903,-78.502825,38.049487,Structure Fire                                                                      ,549.1499999999991,2003-01-15 06:25:03,2003,1310000.0,"Food and beverage sales, grocery store","Sales area, showroom (exclude display window)",Undetermined,"Box, carton, bag, basket, barrel",Unintentional,BTCO2   ,5.383333333333296,2003-01-15 06:25:03,POINT (-78.502825 38.049487),200.0,5.0,1.0,"1604 Jamestown Drive, Charlottesville, Virginia 22901, United States",POINT (-78.47345900000001 38.060814),14.0,2868.2304220310666
2030169,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,56.29999999999997,2003-01-16 17:13:35,2003,0.0,,"Vehicle area, other","Heat from powered equipment, other","Electrical wire, cable insulation",Failure of equipment or heat source,E7     ,4.1333333333333755,2003-01-16 17:13:35,POINT (-78.49047 38.00955),200.0,5.0,0.801667,"250 Byp, Charlottesville, Virginia 22901, United States",POINT (-78.45812599999999 38.035021),15.0,4008.1454193942654
2030180,1600 6TH ST SE,22902,-78.486532,38.016944,Fire in mobile property used as a fixed structure                                   ,22.416666666666625,2003-01-18 00:53:30,2003,200.0,Outbuilding or shed,Storage: supplies or tools; dead storage,Undetermined,"Mattress, pillow",Cause undetermined after investigation,E5     ,5.566666666666608,2003-01-18 00:53:30,POINT (-78.486532 38.016944),200.0,5.0,1.0,"614 Dice Street, Charlottesville, Virginia 22903, United States",POINT (-78.490454 38.029424),16.0,1427.6884669904753
2030266,1604 JAMESTOWN DR,22903,-78.473677,38.060742,Natural vegetation fire                                                             ,24.933333333333316,2003-01-24 18:22:40,2003,0.0,"Forest, timberland, woodland",,Hot ember or ash,,Other cause,E2     ,4.183333333333344,2003-01-24 18:22:40,POINT (-78.473677 38.060742),200.0,5.0,1.0,"1600 6th Street Southeast, Charlottesville, Virginia 22902, United States",POINT (-78.48662899999999 38.016582),17.0,5032.800095783459
2030286,200 250 BYPASS,22901,-78.49477,38.06987,Mobile property (vehicle) fire                                                      ,24.34999999999997,2003-01-26 20:26:17,2003,0.0,,"Engine area, running gear, wheel area","Hot or smoldering object, other","Upholstered sofa, chair, vehicle seats",Failure of equipment or heat source,E7     ,5.96666666666664,2003-01-26 20:26:17,POINT (-78.49477 38.06987),200.0,5.0,1.0,"1011 Cottonwood Road, Charlottesville, Virginia 22901, United States",POINT (-78.466657 38.044176),18.0,3771.8894763719636
2030298,614 DICE ST,22902,-78.490397,38.0295,Structure Fire                                                                      ,33.999999999999986,2003-01-27 15:07:23,2003,15.0,"Boarding/rooming house, residential hotels",Bedroom - < 5 persons; included are jail or prison,"Radiated, conducted heat from operating equipment","Upholstered sofa, chair, vehicle seats",Unintentional,BC2     ,3.283333333333344,2003-01-27 15:07:23,POINT (-78.490397 38.0295),200.0,5.0,1.0,"1800 Monticello Road, Charlottesville, Virginia 22902, United States",POINT (-78.472955 38.015492),19.0,2182.8821593119947
2030332,1600 6TH ST SE,22901,-78.486532,38.016944,Structure Fire                                                                      ,47.33333333333337,2003-01-30 16:23:28,2003,0.0,"Outside or special property, other",Other,Undetermined,Undetermined,Cause under investigation,E5     ,2.633333333333328,2003-01-30 16:23:28,POINT (-78.486532 38.016944),200.0,5.0,1.0,"222 14th Street Northwest, Charlottesville, Virginia 22903, United States",POINT (-78.49841000000001 38.035744),20.0,2333.297926973621
2030341,1011 COTTONWOOD RD,22901,-78.466338,38.044138,Structure Fire                                                                      ,73.35,2003-01-31 12:07:40,2003,2500.0,1 or 2 family dwelling,"Bathroom, checkroom, lavatory, locker room","Radiated, conducted heat from operating equipment","Dust, fiber, lint, including sawdust and excelsior",Unintentional,E1     ,5.233333333333392,2003-01-31 12:07:40,POINT (-78.46633799999999 38.044138),200.0,5.0,1.0,"1023 Grove Street, Charlottesville, Virginia 22903, United States",POINT (-78.498885 38.02957),21.0,3283.7382108677666
2030397,1800 MONTICELLO RD,22902,-78.473168,38.01542,Mobile property (vehicle) fire                                                      ,10.633333333333391,2003-02-05 21:19:13,2003,0.0,"Service station, gas station","Engine area, running gear, wheel area","Radiated, conducted heat from operating equipment","Electrical wire, cable insulation",Cause undetermined after investigation,E5     ,3.316666666666608,2003-02-05 21:19:13,POINT (-78.473168 38.01542),200.0,5.0,1.0,"1400 Melbourne Road, Charlottesville, Virginia 22901, United States",POINT (-78.47626700000001 38.052333),23.0,4107.101469184183
2030443,222 14TH ST NW,22903,-78.498589,38.035815,Structure Fire                                                                      ,36.416666666666735,2003-02-13 12:38:38,2003,0.0,Multifamily dwelling,"Cooking area, kitchen","Radiated, conducted heat from operating equipment","Interior wall covering excluding drapes, etc.",Unintentional,E5     ,3.36666666666672,2003-02-13 12:38:38,POINT (-78.498589 38.035815),200.0,5.0,1.0,"1800 Jefferson Park Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.50887899999999 38.028802),24.0,1192.7346606671706
2030459,1023 GROVE ST,22901,-78.477872,38.054166,Structure Fire                                                                      ,29.61666666666662,2003-02-15 00:39:54,2003,0.0,1 or 2 family dwelling,Bedroom - < 5 persons; included are jail or prison,Cigarette,Floor covering or rug/carpet/mat,Unintentional,E7     ,5.600000000000016,2003-02-15 00:39:54,POINT (-78.477872 38.054166),200.0,5.0,1.0,"1115 Forest Street, Charlottesville, Virginia 22903, United States",POINT (-78.483833 38.040327),25.0,1623.088622027305
2030474,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,41.600000000000016,2003-02-17 04:31:35,2003,0.0,"Residential street, road or residential driveway","Engine area, running gear, wheel area",Undetermined,"Electrical wire, cable insulation",Failure of equipment or heat source,E7     ,5.06666666666664,2003-02-17 04:31:35,POINT (-78.49047 38.00955),200.0,5.0,1.0,"732 Walnut Street, Charlottesville, Virginia 22902, United States",POINT (-78.472194 38.024991),27.0,2348.4525754578663
2030492,1400 MELBOURNE ROAD,22901,-78.47289,38.052744,Natural vegetation fire                                                             ,102.66666666666667,2003-02-19 07:12:39,2003,0.0,"Storage, other",,"Chemical, natural heat source, other",,Natural source,E2     ,5.449999999999968,2003-02-19 07:12:39,POINT (-78.47289000000001 38.052744),200.0,5.0,1.0,"108 Maury Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.51523899999999 38.026805),28.0,4703.06289668033
2030519,1800 JEFFERSON PARK AVE,22901,,,Structure Fire                                                                      ,206.31666666666672,2003-02-21 19:34:44,2003,30000.0,Multifamily dwelling,"Cooking area, kitchen","Spark, ember, or flame from operating equipment",Appliance housing or casing,Unintentional,E7     ,4.26666666666672,2003-02-21 19:34:44,POINT (nan nan),200.0,5.0,1.0,"319 East Main Street, Charlottesville, Virginia 22902, United States",POINT (-78.479405 38.030421),29.0,inf
2030582,1115 FOREST ST,22903,-78.483603,38.040173,Mobile property (vehicle) fire                                                      ,19.250000000000064,2003-02-26 22:17:17,2003,0.0,Vehicle parking area,"Vehicle area, other","Radiated, conducted heat from operating equipment","Liquids, piping, filters, other",Unintentional,BC3     ,4.1333333333333755,2003-02-26 22:17:17,POINT (-78.483603 38.040173),200.0,5.0,1.0,"2134 Barracks Rd, Charlottesville, Virginia 22903, United States",POINT (-78.49996 38.05403),31.0,2104.4855643303417
2030593,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,39.23333333333338,2003-02-27 19:29:01,2003,0.0,Highway or divided highway,"Engine area, running gear, wheel area","Spark, ember, or flame from operating equipment",Flammable liquid/gas - in/from engine or burner,Cause undetermined after investigation,E1     ,,2003-02-27 19:29:01,POINT (-78.49047 38.00955),200.0,5.0,1.0,"801 Orangedale Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.497944 38.021786),32.0,1508.7203906006737
2030624,732 WALNUT ST,22902,-78.472374,38.025078,Mobile property (vehicle) fire                                                      ,21.933333333333362,2003-03-03 14:37:14,2003,0.0,Vehicle parking area,"Engine area, running gear, wheel area","Radiated, conducted heat from operating equipment",Undetermined,Failure of equipment or heat source,E5     ,4.966666666666704,2003-03-03 14:37:14,POINT (-78.472374 38.025078),200.0,5.0,1.0,"768 Prospect Ave, Charlottesville, Virginia 22903, United States",POINT (-78.49587 38.02251),35.0,2083.06062261251
2030674,108 MAURY AVE,22903,-78.515313,38.026561,Structure Fire                                                                      ,124.74999999999994,2003-03-08 19:59:52,2003,12500.0,1 or 2 family dwelling,Bedroom - < 5 persons; included are jail or prison,Candle,"Furniture, utensils, other",Unintentional,E6     ,3.249999999999936,2003-03-08 19:59:52,POINT (-78.51531300000001 38.026561),200.0,5.0,0.948,"1222 Jefferson Park Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.4997 38.032586),36.0,1525.4993082348317
2030706,319 E MAIN ST,22902,-78.479523,38.030195,Natural vegetation fire                                                             ,59.26666666666666,2003-03-12 12:29:49,2003,0.0,"Assembly, other",,Hot ember or ash,,Smoking,E5     ,2.166666666666624,2003-03-12 12:29:49,POINT (-78.479523 38.030195),200.0,5.0,1.0,"400 Emmet Street South, Charlottesville, Virginia 22903, United States",POINT (-78.50734799999999 38.036336),37.0,2536.6481082533087
2030708,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,22.716666666666722,2003-03-12 16:11:32,2003,0.0,Highway or divided highway,"Engine area, running gear, wheel area",Arcing,Multiple items first ignited,Unintentional,E1     ,6.75,2003-03-12 16:11:32,POINT (-78.49047 38.00955),200.0,5.0,1.0,"904 1st Street, Charlottesville, Virginia 22902, United States",POINT (-78.485947 38.022378),39.0,1478.5186642353378
2030716,2134 BARRACKS RD,22903,-78.500134,38.054186,Structure Fire                                                                      ,177.56666666666638,2003-03-13 13:53:30,2003,5000.0,"General retail, other","Bathroom, checkroom, lavatory, locker room","Heat from powered equipment, other","Electrical wire, cable insulation",Failure of equipment or heat source,POV     ,0.583333333333344,2003-03-13 13:53:30,POINT (-78.500134 38.054186),200.0,5.0,1.0,"1254 Emmet Street North, Charlottesville, Virginia 22903, United States",POINT (-78.496841 38.054986),40.0,302.4098367724747
2030768,801 ORANGEDALE AVE,22901,-78.49477,38.06987,Structure Fire                                                                      ,157.68333333333217,2003-03-19 20:51:34,2003,35000.0,1 or 2 family dwelling,"Laundry area, wash house (laundry)",Undetermined,"Interior wall covering excluding drapes, etc.",Failure of equipment or heat source,E5     ,3.666666666666672,2003-03-19 20:51:34,POINT (-78.49477 38.06987),200.0,5.0,1.0,"235 Hereford Drive, Charlottesville, Virginia 22904, United States",POINT (-78.519803 38.029684),41.0,4973.287043948302
2030794,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,36.74999999999996,2003-03-22 17:39:30,2003,13000.0,,"Engine area, running gear, wheel area",Arcing,"Electrical wire, cable insulation",Failure of equipment or heat source,E82     ,,2003-03-22 17:39:30,POINT (-78.49047 38.00955),200.0,5.0,1.0,"1254 Emmet Street North, Charlottesville, Virginia 22903, United States",POINT (-78.496841 38.054986),42.0,5075.180541743856
2030802,,22903,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,29.29999999999997,2003-03-23 14:23:21,2003,0.0,Vehicle parking area,"Exterior, exposed surface","Radiated, conducted heat from operating equipment","Pipe, duct, conduit or hose",Failure of equipment or heat source,E6     ,4.71666666666672,2003-03-23 14:23:21,POINT (-78.49047 38.00955),200.0,5.0,1.0,"1154 5th Street Southwest, Charlottesville, Virginia 22902, United States",POINT (-78.502128 38.011619),43.0,1049.4491768024523
2030808,768 PROSPECT AVE,22902,-78.494947,38.023745,Mobile property (vehicle) fire                                                      ,55.783333333333296,2003-03-24 00:04:38,2003,5000.0,,"Engine area, running gear, wheel area",Undetermined,Undetermined,Cause undetermined after investigation,E7     ,5.61666666666672,2003-03-24 00:04:38,POINT (-78.494947 38.023745),200.0,5.0,1.0,"2111 Michie Drive, Charlottesville, Virginia 22901, United States",POINT (-78.485135 38.062271),44.0,4363.0213063888605
2030820,1222 JEFFERSON PARK,22901,-78.467387,38.0279,Natural vegetation fire                                                             ,6.399999999999936,2003-03-25 08:09:33,2003,0.0,Business office,,Cigarette,,Smoking,E7     ,2.600000000000064,2003-03-25 08:09:33,POINT (-78.467387 38.0279),200.0,5.0,1.0,"271 Ridge McIntire Rd, Charlottesville, Virginia 22903, United States",POINT (-78.48547000000001 38.03203),45.0,1652.8232903803635
2030897,400 EMMET ST S,22901,-78.496135,38.056396,Mobile property (vehicle) fire                                                      ,17.98333333333329,2003-04-01 07:32:20,2003,0.0,,"Engine area, running gear, wheel area",Undetermined,Undetermined,Cause undetermined after investigation,E6     ,3.1000000000000316,2003-04-01 07:32:20,POINT (-78.496135 38.056396),200.0,5.0,1.0,"113 Harmon Street, Charlottesville, Virginia 22903, United States",POINT (-78.512991 38.027745),47.0,3508.2248519275768
2030904,,22902,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,57.61666666666671,2003-04-02 03:55:36,2003,0.0,,"Engine area, running gear, wheel area",Heat from undetermined smoking material,Multiple items first ignited,Cause under investigation,E5     ,5.333333333333328,2003-04-02 03:55:36,POINT (-78.49047 38.00955),200.0,5.0,1.0,"1001 Birdwood Road, Charlottesville, Virginia 22903, United States",POINT (-78.479134 38.04318),48.0,3864.017701954226
2030912,904 1ST ST S,22901,-78.481975,38.029728,Structure Fire                                                                      ,18.63333333333331,2003-04-02 17:30:29,2003,230.0,Multifamily dwelling,Bedroom - < 5 persons; included are jail or prison,Arcing,"Interior wall covering excluding drapes, etc.",Failure of equipment or heat source,LAD01   ,0.6833333333332801,2003-04-02 17:30:29,POINT (-78.48197500000001 38.029728),200.0,5.0,1.0,"400 Water Street East, Charlottesville, Virginia 22902, United States",POINT (-78.479567 38.02918),49.0,220.03663642013365
2030918,1254 EMMET ST N,22901,-78.497065,38.055071,Natural vegetation fire                                                             ,11.916666666666721,2003-04-03 11:16:54,2003,0.0,Graded and cared-for plots of land,,Cigarette,,Smoking,E2     ,4.966666666666704,2003-04-03 11:16:54,POINT (-78.49706500000001 38.055071),200.0,5.0,0.74,"Charlottesville, Virginia, United States",POINT (-78.47669999999999 38.0293),50.0,3373.8497615330916
2030923,235 HEREFORD DR,22903,-78.520759,38.030234,Natural vegetation fire                                                             ,22.083333333333265,2003-04-03 14:26:45,2003,0.0,"Dormitory type residence, other                                                     ",,Cigarette,,Smoking,E6     ,6.200000000000063,2003-04-03 14:26:45,POINT (-78.520759 38.030234),200.0,5.0,1.0,"1513 Westwood Road, Charlottesville, Virginia 22903, United States",POINT (-78.485185 38.044728),54.0,3513.662991752988
2030951,1254 EMMET ST N,22903,-78.497065,38.055071,Natural vegetation fire                                                             ,9.983333333333375,2003-04-06 07:53:45,2003,0.0,Vehicle parking area,,Undetermined,,Undetermined,E2     ,4.533333333333264,2003-04-06 07:53:45,POINT (-78.49706500000001 38.055071),200.0,5.0,1.0,"119 West Main Street, Charlottesville, Virginia 22902, United States",POINT (-78.48200799999999 38.031187),56.0,2962.857826218636
2030952,1154 5TH ST SW,22902,-78.502681,38.012013,Natural vegetation fire                                                             ,7.850000000000015,2003-04-06 13:09:51,2003,0.0,Highway or divided highway,,,,Smoking,E5     ,,2003-04-06 13:09:51,POINT (-78.502681 38.012013),200.0,5.0,1.0,"1300 Long Street, Charlottesville, Virginia 22901, United States",POINT (-78.46299 38.035426),57.0,4348.182236083142
2030954,2111 MICHIE DR,22901,-78.485913,38.060603,Natural vegetation fire                                                             ,11.900000000000016,2003-04-06 16:54:17,2003,0.0,Vehicle parking area,,Undetermined,,Undetermined,E2     ,6.950000000000016,2003-04-06 16:54:17,POINT (-78.485913 38.060603),200.0,5.0,1.0,"1605 6th Street Southeast, Charlottesville, Virginia 22902, United States",POINT (-78.48688300000001 38.017057),58.0,4835.1982194986595
2030971,271 RIDGE MCINTIRE RD,22903,-78.484817,38.032331,Mobile property (vehicle) fire                                                      ,36.999999999999936,2003-04-08 15:32:05,2003,0.0,,"Engine area, running gear, wheel area",Undetermined,Flammable liquid/gas - in/from engine or burner,Failure of equipment or heat source,E7     ,1.58333333333328,2003-04-08 15:32:05,POINT (-78.48481700000001 38.032331),200.0,5.0,1.0,"2104 Arlington Boulevard, Charlottesville, Virginia 22903, United States",POINT (-78.50681299999999 38.049303),59.0,2698.1569449940316
2031002,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,11.833333333333343,2003-04-11 09:39:32,2003,2000.0,Street or road in commercial area,"Engine area, running gear, wheel area","Heat from powered equipment, other",Flammable liquid/gas - in/from engine or burner,Failure of equipment or heat source,E7     ,1.866666666666672,2003-04-11 09:39:32,POINT (-78.49047 38.00955),200.0,5.0,1.0,"1828 Winston Road, Charlottesville, Virginia 22903, United States",POINT (-78.49899499999999 38.045396),60.0,4049.381206181461
2031005,113 HARMON ST,22901,-78.579771,38.102522,Structure Fire                                                                      ,35.500000000000036,2003-04-11 14:02:53,2003,1100.0,1 or 2 family dwelling,"Common room, den, family room, living room, lounge",Arcing,Appliance housing or casing,Failure of equipment or heat source,E7     ,4.650000000000048,2003-04-11 14:02:53,POINT (-78.57977099999999 38.102522),200.0,5.0,1.0,"713 6th Street Southeast, Charlottesville, Virginia 22902, United States",POINT (-78.481827 38.024202),61.0,12227.253435939661
2031030,1001 BIRDWOOD RD,22901,-78.478761,38.043083,Natural vegetation fire                                                             ,44.41666666666666,2003-04-13 16:07:44,2003,0.0,Open land or field,,Cigarette lighter,,Incendiary,E2     ,2.6666666666667362,2003-04-13 16:07:44,POINT (-78.47876100000001 38.043083),200.0,5.0,1.0,"135 Longwood Drive, Charlottesville, Virginia 22903, United States",POINT (-78.50741499999999 38.012502),62.0,4225.897821867661
2031036,400 E WATER ST,22902,-78.479507,38.029259,Mobile property (vehicle) fire                                                      ,14.533333333333344,2003-04-14 10:59:27,2003,0.0,,"Engine area, running gear, wheel area","Heat, spark from friction","Electrical wire, cable insulation",Failure of equipment or heat source,E4     ,3.016666666666656,2003-04-14 10:59:27,POINT (-78.479507 38.029259),200.0,5.0,1.0,"917 Monticello Avenue, Charlottesville, Virginia 22902, United States",POINT (-78.47507299999999 38.022729),63.0,822.9152124039667
2031056,1360 RUGBY AVE,22901,-78.479588,38.048797,Natural vegetation fire                                                             ,62.18333333333338,2003-04-15 21:29:30,2003,0.0,Open land or field,,Fireworks,,Other cause,E4     ,0.45,2003-04-15 21:29:30,POINT (-78.47958800000001 38.048797),200.0,5.0,1.0,"410 Jefferson Street, Charlottesville, Virginia 22902, United States",POINT (-78.478235 38.031334),65.0,1942.3742269066647
2031075,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,15.883333333333345,2003-04-17 18:57:02,2003,400.0,Vehicle parking area,"Engine area, running gear, wheel area",Arcing,"Electrical wire, cable insulation",Failure of equipment or heat source,E2     ,3.983333333333328,2003-04-17 18:57:02,POINT (-78.49047 38.00955),200.0,5.0,1.0,"975 Emmet Street North, Charlottesville, Virginia 22903, United States",POINT (-78.504386 38.050278),67.0,4683.789222174874
2031125,,22902,-78.49047,38.00955,Natural vegetation fire                                                             ,9.166666666666607,2003-04-23 17:34:12,2003,0.0,Multifamily dwelling,,Undetermined,,Undetermined,E3     ,4.416666666666623,2003-04-23 17:34:12,POINT (-78.49047 38.00955),200.0,5.0,1.0,"323 Monticello Road, Charlottesville, Virginia 22902, United States",POINT (-78.476276 38.026239),68.0,2233.154115697163
2031131,,22903,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,34.69999999999997,2003-04-24 12:03:38,2003,0.0,Vehicle parking area,Cargo/trunk area - all vehicles,"Heat, spark from friction","Rubbish, trash, or waste",Failure of equipment or heat source,TRNG1   ,1.783333333333296,2003-04-24 12:03:38,POINT (-78.49047 38.00955),200.0,5.0,1.0,"1516 Amherst Street, Charlottesville, Virginia 22903, United States",POINT (-78.486042 38.042411),69.0,3668.8619008305377
2031165,1513 WESTWOOD RD,22903,-78.485195,38.044464,Natural vegetation fire                                                             ,31.466666666666736,2003-04-27 13:25:02,2003,0.0,Open land or field,,Cigarette lighter,,Misuse of fire,E2     ,1.8166666666667042,2003-04-27 13:25:02,POINT (-78.485195 38.044464),200.0,5.0,1.0,"218 Water Street East, Charlottesville, Virginia 22902, United States",POINT (-78.48047099999999 38.029606),72.0,1700.8811076005884
2031175,,22901,-78.49047,38.00955,Natural vegetation fire                                                             ,11.516666666666689,2003-04-28 13:09:17,2003,0.0,"Outside or special property, other",,Undetermined,,Undetermined,E2     ,3.3833333333332796,2003-04-28 13:09:17,POINT (-78.49047 38.00955),200.0,5.0,0.948,"1904 Jefferson Park Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.51151900000001 38.026954),73.0,2674.1122540589918
2031228,119 W MAIN ST,22902,-78.482024,38.030981,Structure Fire                                                                      ,76.90000000000003,2003-05-04 17:29:22,2003,1000.0,"Eating, drinking places","Cooking area, kitchen","Heat from powered equipment, other","Interior wall covering excluding drapes, etc.",Unintentional,LAD01   ,1.56666666666672,2003-05-04 17:29:22,POINT (-78.482024 38.030981),200.0,5.0,1.0,"1314 Carlton Avenue, Charlottesville, Virginia 22902, United States",POINT (-78.467929 38.02148),74.0,1626.276784328427
2031242,1300 LONG ST,22904,-78.508105,38.034684,Mobile property (vehicle) fire                                                      ,18.066666666666674,2003-05-06 14:17:26,2003,0.0,,"Engine area, running gear, wheel area","Radiated, conducted heat from operating equipment",Multiple items first ignited,Failure of equipment or heat source,E2     ,10.56666666666672,2003-05-06 14:17:26,POINT (-78.508105 38.034684),200.0,5.0,1.0,"1207 Holmes Avenue, Charlottesville, Virginia 22901, United States",POINT (-78.461063 38.046575),75.0,4336.199781963745
2031299,1605 6TH ST SE,22902,-78.486588,38.016976,"Fire, other                                                                         ",6.6333333333333595,2003-05-11 20:51:29,2003,0.0,Playground,,,,,E5     ,3.93333333333336,2003-05-11 20:51:29,POINT (-78.486588 38.016976),200.0,5.0,1.0,"617 9th St SW, Charlottesville, Virginia 22903, United States",POINT (-78.49778999999999 38.02666),76.0,1457.2977544809924
