GPIN,PIN,UseCode,YearBuilt,Area_SqFT,Source,Risk,IsMultiParcelPolygon,Zoning
6956,530053000,Office Building,1911,2974,Commercial,2,NA,DH
7072,530054000,Office Building,1920,8786,Commercial,2,NA,DH
7023,530054101,Office,1946,2282,Commercial,2,1,DH
7023,530054102,Office,1946,717,Commercial,2,1,DH
7023,530054104,Office,1946,1633,Commercial,2,1,DH
7023,530054105,Office,1946,960,Commercial,2,1,DH
7023,530054106,Office,1946,572,Commercial,2,1,DH
7023,530054107,Office,1946,1780,Commercial,2,1,DH
7023,530054108,Office,1946,791,Commercial,2,1,DH
7023,530054200,Office,1946,568,Commercial,2,1,DH
7023,530054201,Office,1946,1279,Commercial,2,1,DH
7023,530054202,Office,1946,932,Commercial,2,1,DH
7023,530054203,Office,1946,1106,Commercial,2,1,DH
7023,530054204,Office,1946,984,Commercial,2,1,DH
7023,530054205,Office,1946,1164,Commercial,2,1,DH
7023,530054206,Office,1946,1066,Commercial,2,1,DH
7023,530054207,Office,1946,1282,Commercial,2,1,DH
7023,530054208,Office,1946,1446,Commercial,2,1,DH
7023,530054A00,Commercial,1946,1613,Commercial,2,1,DH
7023,530054B02,Commercial,0,550,Commercial,2,1,DH
6998,530055000,Retail Store,1920,7540,Commercial,1,1,DH
7082,530056000,Retail Store,1890,2852,Commercial,1,NA,DH
7111,530057000,Retail Store,1920,2488,Commercial,1,NA,DH
7128,530058000,Retail Store,1934,2120,Commercial,1,NA,DH
7163,530059000,Retail Store,1963,4863,Commercial,1,NA,DH
7163,530059000,Retail Store,1963,5631,Commercial,1,NA,DH
7185,530060000,Retail Store,1920,5538,Commercial,1,NA,DH
7198,530061000,Restaurant,1912,2058,Commercial,1,NA,DH
7207,530062000,Retail Store,1920,2500,Commercial,1,NA,DH
7207,530062000,Retail Store,1920,792,Commercial,1,NA,DH
7219,530064000,Retail Store,1959,13197,Commercial,1,1,DH
NA,530064A00,Retail Store,1959,13275,Commercial,1,NA,NA
7456,530065000,Office Building,1986,2400,Commercial,2,NA,DH
7441,530065200,Office Building,1986,2520,Commercial,2,NA,DH
7426,530065300,Office Building,1986,2691,Commercial,2,NA,DH
7447,530065400,Office Building,1986,2691,Commercial,2,NA,DH
7484,530065500,Office Building,1986,2691,Commercial,2,NA,DH
7515,530065600,Office Building,1986,2691,Commercial,2,NA,DH
7471,530067000,Office Building,1925,2304,Commercial,2,NA,DH
7471,530067000,Office Building,1925,1994,Commercial,2,NA,DH
7482,530068000,Mixed Retail w/Res Units,1954,2631,Commercial,2,NA,DH
7482,530068000,Mixed Retail w/Res Units,1954,2736,Commercial,2,NA,DH
7507,530070000,Museum,1928,5790,Commercial,1,NA,DH
7507,530070000,Museum,1928,759,Commercial,1,NA,DH
7571,530072A00,Retail,0,1372,Commercial,1,1,DH
7571,530072B00,Restaurant,0,1150,Commercial,1,1,DH
7571,530072C00,Restaurant,0,1029,Commercial,1,1,DH
7571,530072D00,Restaurant,0,1109,Commercial,1,1,DH
7571,530072E00,Retail Store,0,NA,Commercial,1,1,DH
7571,530072F00,Restaurant,0,958,Commercial,1,1,DH
7664,530074000,Retail Store,1925,1503,Commercial,1,NA,DH
7717,530075000,Restaurant,1920,2172,Commercial,1,NA,DH
7717,530075000,Restaurant,1920,420,Commercial,1,NA,DH
7524,530077A00,Office Building,1920,5392,Commercial,2,NA,DH
7524,530077A00,Office Building,1920,5744,Commercial,2,NA,DH
17098,530077B00,Office Building,1920,4910,Commercial,2,NA,DH
17097,530077C00,Office Building,1920,4436,Commercial,2,NA,DH
7184,530080000,Office Building,1967,40266,Commercial,2,NA,DH
7184,530080000,Office Building,1967,23812,Commercial,2,NA,DH
7184,530080000,Office Building,1967,11682,Commercial,2,NA,DH
7113,530091000,Parking Structure,1975,NA,Commercial,1,1,DH
7113,530091L00,Parking Structure,1975,94120,Commercial,1,1,DH
7113,530091L00,Parking Structure,1975,5928,Commercial,1,1,DH
7113,530091L00,Parking Structure,1975,83676,Commercial,1,1,DH
7113,530091L00,Parking Structure,1975,34568,Commercial,1,1,DH
7113,530091LA0,Parking Structure,1975,62460,Commercial,1,1,DH
7113,530091LB0,Parking Structure,1975,1860,Commercial,1,1,DH
7113,530091LC0,Parking Structure,1975,1200,Commercial,1,1,DH
7113,530091LD0,Parking Structure,1975,1108,Commercial,1,1,DH
7113,530091LE0,Parking Structure,0,1074,Commercial,1,1,DH
7113,530091LF0,Commercial,0,NA,Commercial,2,1,DH
7113,530091LG0,Commercial,0,NA,Commercial,2,1,DH
7113,530091LH1,Commercial,0,NA,Commercial,2,1,DH
7113,530091LH2,Commercial,0,NA,Commercial,2,1,DH
7113,530091LH3,Commercial,0,NA,Commercial,2,1,DH
7113,530091LI0,Commercial,0,NA,Commercial,2,1,DH
7113,530091LJ0,Commercial,0,NA,Commercial,2,1,DH
7113,530091LK1,Parking Structure,0,NA,Commercial,1,1,DH
6949,530093000,Office Building,1920,4243,Commercial,2,NA,DH
6902,530094000,Office Building,1920,3368,Commercial,2,NA,DH
6831,530096100,Office Building,1920,9150,Commercial,2,NA,DH
6831,530096100,Office Building,1920,3492,Commercial,2,NA,DH
6790,530096101,Restaurant,1926,1468,Commercial,1,1,DH
6790,530096102,Office,1929,1354,Commercial,2,1,DH
6790,530096103,Restaurant,1926,1225,Commercial,1,1,DH
6790,530096201,Office,1926,4389,Commercial,2,1,DH
6790,530096301,Office,1926,4621,Commercial,2,1,DH
6790,530096306,Office,1926,1053,Commercial,2,1,DH
6972,530097000,Office Building,1920,15102,Commercial,2,NA,DH
6891,530098000,Office Building,1900,754,Commercial,2,NA,DH
6846,530099000,Office Building,1825,3828,Commercial,2,NA,DH
6846,530099000,Office Building,1825,108,Commercial,2,NA,DH
6934,530100000,Multiple Commercial Use,1897,29210,Commercial,2,NA,DH
6934,530100000,Multiple Commercial Use,1897,4260,Commercial,2,NA,DH
6934,530100000,Multiple Commercial Use,1897,13698,Commercial,2,NA,DH
6934,530100000,Multiple Commercial Use,1897,1040,Commercial,2,NA,DH
6925,530101000,Office Building,1920,505,Commercial,2,NA,DH
6925,530101000,Office Building,1920,1625,Commercial,2,NA,DH
6800,530103000,Office Building,1957,4448,Commercial,2,NA,DH
6771,530104000,Office Building,1790,3558,Commercial,2,NA,DH
6771,530104000,Office Building,1790,1135,Commercial,2,NA,DH
6766,530105000,Office Building,1920,1306,Commercial,2,NA,DH
6747,530106000,Office Building,1800,2376,Commercial,2,NA,DH
6683,530107000,Office Building,1920,3790,Commercial,2,NA,DNH
6683,530107000,Office Building,1920,324,Commercial,2,NA,DNH
6609,530109000,Office Building,1852,23565,Commercial,2,NA,DNH
6658,530111000,Office Building,1920,6080,Commercial,2,NA,DNH
6658,530111000,Office Building,1920,101,Commercial,2,NA,DNH
6563,530112A00,Office,1925,1245,Commercial,2,1,DNH
6563,530112B00,Office,0,891,Commercial,2,1,DNH
6553,530113000,Apartments 1-10 units,1925,2940,Commercial,2,NA,DNH
6543,530114000,Office Building,1925,2932,Commercial,2,NA,DNH
6543,530114000,Office Building,1925,196,Commercial,2,NA,DNH
6477,530115000,Bank,1974,8236,Commercial,1,NA,DNH
6477,530115000,Bank,1974,397,Commercial,1,NA,DNH
6456,530117000,Office Building,1850,3952,Commercial,2,NA,B-1H
6456,530117000,Office Building,1850,867,Commercial,2,NA,B-1H
6456,530117000,Office Building,1850,2265,Commercial,2,NA,B-1H
6433,530118000,Office Building,1930,4222,Commercial,2,NA,B-1H
6433,530118000,Office Building,1930,121,Commercial,2,NA,B-1H
6395,530119000,Office Building,1920,1973,Commercial,2,NA,B-1H
6395,530119000,Office Building,1920,1800,Commercial,2,NA,B-1H
6395,530119000,Office Building,1920,214,Commercial,2,NA,B-1H
6361,530120000,Office Building,1920,3602,Commercial,2,NA,B-1H
6408,530122000,Office Building,1900,2774,Commercial,2,NA,B-1H
6408,530122000,Office Building,1900,154,Commercial,2,NA,B-1H
6438,530122100,Office Building,1905,2768,Commercial,2,NA,B-1H
6438,530122100,Office Building,1905,169,Commercial,2,NA,B-1H
6139,530123000,Church,1954,5653,Commercial,1,NA,B-1H
6139,530123000,Church,1954,5268,Commercial,1,NA,B-1H
6139,530123000,Church,1954,23846,Commercial,1,NA,B-1H
6139,530123000,Church,1954,414,Commercial,1,NA,B-1H
5938,530131100,Office Building,1900,1898,Commercial,2,NA,B-1H
6261,530134000,Apartments 1-10 units,1925,2820,Commercial,2,NA,R-3
6432,530144000,Apartments over 20 units,1967,49002,Commercial,2,NA,DN
6712,530150000,Office Building,1900,2112,Commercial,2,NA,DN
6712,530150000,Office Building,1900,544,Commercial,2,NA,DN
6690,530151000,Office Building,1910,3040,Commercial,2,NA,DN
6690,530151000,Office Building,1910,409,Commercial,2,NA,DN
6750,530152000,Office Building,1925,2832,Commercial,2,NA,DN
6776,530153000,Office Building,1920,3750,Commercial,2,NA,DN
6855,530155000,Office Building,1964,57935,Commercial,2,1,D
6855,530155000,Office Building,1964,23634,Commercial,2,1,D
6855,530155L00,Office Building,1964,57935,Commercial,2,1,D
6855,530155L00,Office Building,1964,23634,Commercial,2,1,D
NA,530155LA0,Office Building,1964,3494,Commercial,2,NA,NA
NA,530155LB0,Office Building,1964,500,Commercial,2,NA,NA
NA,530155LC0,Office Building,1964,1335,Commercial,2,NA,NA
NA,530155LD0,Office Building,1964,1450,Commercial,2,NA,NA
NA,530155LE0,Office Building,1964,232,Commercial,2,NA,NA
NA,530155LF0,Office Building,1964,24255,Commercial,2,NA,NA
7279,530160000,Office Building,1990,42404,Commercial,2,NA,DH
7743,530162100,Office Building,1890,5368,Commercial,2,NA,WSH
7743,530162100,Office Building,1890,10156,Commercial,2,NA,WSH
7572,530162200,Office Building,1992,85000,Commercial,2,NA,D
7217,530169000,Multiple Commercial Use,1964,2757,Commercial,2,NA,DH
7252,530172000,Office Building,1960,855,Commercial,2,NA,D
6957,530173190,Office,1989,1671,Commercial,2,1,DH
6957,530173201,Office,1989,1925,Commercial,2,1,DH
6957,530173210,Office,1989,1925,Commercial,2,1,DH
6927,530173220,Office,1820,2550,Commercial,2,NA,DH
6957,530173230,Office Building,1820,585,Commercial,2,1,DH
7024,530178000,Barber Shop,1972,480,Commercial,1,NA,D
6988,530180000,Office Building,1962,6864,Commercial,2,NA,D
6988,530180000,Office Building,1962,5250,Commercial,2,NA,D
6988,530180000,Office Building,1962,358,Commercial,2,NA,D
6752,530184000,Office Building,1900,5468,Commercial,2,NA,DN
6752,530184000,Office Building,1900,682,Commercial,2,NA,DN
6772,530185000,Office Building,1920,2803,Commercial,2,NA,DN
6772,530185000,Office Building,1920,311,Commercial,2,NA,DN
6860,530186000,Office Building,1930,1690,Commercial,2,NA,DN
6860,530186000,Office Building,1930,246,Commercial,2,NA,DN
6894,530187000,Office Building,1900,1932,Commercial,2,NA,DN
6913,530188000,Office Building,1937,1638,Commercial,2,NA,DN
6913,530188000,Office Building,1937,710,Commercial,2,NA,DN
6834,530191000,Apartments 1-10 units,1925,2230,Commercial,2,NA,DN
6834,530191000,Apartments 1-10 units,1925,559,Commercial,2,NA,DN
6815,530192000,Office Building,1913,2432,Commercial,2,NA,DN
6815,530192000,Office Building,1913,384,Commercial,2,NA,DN
6789,530193000,Office Building,1930,2138,Commercial,2,NA,DN
6789,530193000,Office Building,1930,247,Commercial,2,NA,DN
6619,530194000,Office Building,1880,2395,Commercial,2,NA,DNH
6619,530194000,Office Building,1880,806,Commercial,2,NA,DNH
6619,530194000,Office Building,1880,506,Commercial,2,NA,DNH
6480,530194100,Office Building,1957,3984,Commercial,2,NA,DN
6480,530194100,Office Building,1957,372,Commercial,2,NA,DN
6672,530197000,Service Repair Garage,1964,986,Commercial,1,NA,DN
6672,530197000,Service Repair Garage,1964,754,Commercial,1,NA,DN
6260,530228000,Office Building,1912,2630,Commercial,2,NA,B-1C
6374,530232000,Office Building,1900,2086,Commercial,2,NA,B-1C
6374,530232000,Office Building,1900,144,Commercial,2,NA,B-1C
6360,530234000,Office Building,1928,56556,Commercial,2,NA,MLTPC
17111,530247000,Office Building,1969,105784,Commercial,2,NA,DNC
17111,530247000,Office Building,1969,23142,Commercial,2,NA,DNC
17111,530247000,Office Building,1969,14415,Commercial,2,NA,DNC
6727,530257000,Office Building,1920,208,Commercial,2,NA,DN
6727,530257000,Office Building,1920,2036,Commercial,2,NA,DN
6773,530259100,Condominium Commercial,2004,670,Commercial,2,1,DN
6773,530259A00,Commercial,2004,2569,Commercial,2,1,DN
6773,530259B00,Commercial,0,2695,Commercial,2,1,DN
6839,530260000,Office Building,1891,2690,Commercial,2,NA,DN
6839,530260000,Office Building,1891,539,Commercial,2,NA,DN
6900,530261000,Apartments 1-10 units,1833,2686,Commercial,2,NA,DNH
6900,530261000,Apartments 1-10 units,1833,178,Commercial,2,NA,DNH
6948,530262000,Office Building,1920,3612,Commercial,2,NA,DN
6948,530262000,Office Building,1920,804,Commercial,2,NA,DN
6991,530263000,Office Building,1920,2254,Commercial,2,NA,DN
7014,530264000,Office Building,1918,1660,Commercial,2,NA,DN
7014,530264000,Office Building,1918,126,Commercial,2,NA,DN
7030,530265000,Office Building,1925,126,Commercial,2,NA,DN
7030,530265000,Office Building,1925,1660,Commercial,2,NA,DN
6940,530267000,Office Building,1925,1148,Commercial,2,NA,DN
6893,530268000,Office Building,1923,1304,Commercial,2,NA,DN
6893,530268000,Office Building,1923,91,Commercial,2,NA,DN
6850,530269000,Office Building,1920,1600,Commercial,2,NA,DN
6716,530270000,Office Building,1920,2820,Commercial,2,NA,DN
6705,530271000,Medical Office,1980,3378,Commercial,1,NA,DN
6701,530272000,Office Building,1890,104,Commercial,2,NA,DN
6701,530272000,Office Building,1890,2698,Commercial,2,NA,DN
6695,530273000,Office Building,1959,5970,Commercial,2,NA,DN
6688,530274000,Medical Office,1956,1975,Commercial,1,NA,DN
6912,530275100,Office Building,1925,1626,Commercial,2,NA,DN
6912,530275100,Office Building,1925,149,Commercial,2,NA,DN
7109,530276000,Medical Office,1914,4666,Commercial,1,NA,DN
7109,530276000,Medical Office,1914,4966,Commercial,1,NA,DN
7244,530280000,Medical Office,1923,3213,Commercial,1,NA,DN
7244,530280000,Medical Office,1923,172,Commercial,1,NA,DN
7228,530281000,Office Building,1923,1934,Commercial,2,NA,DN
7228,530281000,Office Building,1923,305,Commercial,2,NA,DN
7598,530286000,Office Building,1950,5755,Commercial,2,NA,DN
7416,530288000,Service Repair Garage,1964,8846,Commercial,1,NA,DN
7322,530291000,Office Building,1920,3586,Commercial,2,NA,DN
7290,530292000,Office Building,1910,3804,Commercial,2,NA,DN
7371,530293000,Market,1961,2321,Commercial,2,NA,DN
7079,530297000,Bank,1989,2047,Commercial,1,NA,DN
7140,530299000,Medical Office,1998,2978,Commercial,1,1,DN
7140,530299100,Office,1989,2147,Commercial,2,1,DN
7140,530299101,Office,1989,2247,Commercial,2,1,DN
7140,530299110,Office,1989,860,Commercial,2,1,DN
7140,530299200,Retail,1989,870,Commercial,1,1,DN
7140,530299300,Medical Office,1989,3349,Commercial,1,1,DN
7140,530299400,Medical Office,1989,2109,Commercial,1,1,DN
7140,530299500,Medical Office,1989,1126,Commercial,1,1,DN
7140,530299600,Office,1989,1844,Commercial,2,1,DN
7140,530299700,Office,1989,1274,Commercial,2,1,DN
7140,530299800,Office,1989,2566,Commercial,2,1,DN
7140,530299900,Office,1989,762,Commercial,2,1,DN
7140,530299A00,Medical Office,1998,3260,Commercial,1,1,DN
7186,530301000,Office Building,1900,2366,Commercial,2,NA,DN
7186,530301000,Office Building,1900,104,Commercial,2,NA,DN
6373,540004000,Office Building,1890,NA,Commercial,2,NA,B-1C
6403,540004100,Medical Office,1959,2064,Commercial,1,NA,B-1C
6427,540005000,Medical Office,1948,1578,Commercial,1,NA,B-1C
6427,540005000,Medical Office,1948,65,Commercial,1,NA,B-1C
6496,540007000,Medical Office,1953,4715,Commercial,1,NA,HSC
6496,540007000,Medical Office,1953,9860,Commercial,1,NA,HSC
6512,540008000,Office Building,1924,2214,Commercial,2,NA,HSC
6532,540009000,Office Building,1939,1588,Commercial,2,NA,HSC
6451,540010000,Office Building,1921,1416,Commercial,2,NA,B-1C
6451,540010000,Office Building,1921,847,Commercial,2,NA,B-1C
6489,540017000,Medical Office,1969,5930,Commercial,1,NA,HSC
6638,540018000,Medical Office,1993,8860,Commercial,1,NA,HS
6628,540019000,Office Building,1927,1302,Commercial,2,NA,HS
6628,540019000,Office Building,1927,362,Commercial,2,NA,HS
6630,540019100,Medical Office,1983,3722,Commercial,1,NA,HS
6622,540020000,Office Building,1900,2758,Commercial,2,NA,HS
6622,540020000,Office Building,1900,482,Commercial,2,NA,HS
6621,540021000,Office Building,1910,2498,Commercial,2,NA,HS
6621,540021000,Office Building,1910,35,Commercial,2,NA,HS
6483,540024000,Office Building,1925,1260,Commercial,2,NA,HS
6610,540025000,Apartments 1-10 units,1893,2116,Commercial,2,NA,HS
6593,540033000,Office Building,1900,532,Commercial,2,NA,HS
6593,540033000,Office Building,1900,409,Commercial,2,NA,HS
6592,540054100,Office Building,1957,779,Commercial,2,NA,HS
6597,540055000,Office Building,1947,1302,Commercial,2,NA,HS
6607,540057000,Office Building,1947,868,Commercial,2,NA,HS
6614,540058000,Retail Store,1920,3138,Commercial,1,NA,HS
6620,540060000,Retail Store,1973,5961,Commercial,1,NA,HS
6783,540061000,Retail Store,1988,6800,Commercial,1,NA,B-2
6838,540061300,Office Building,1986,608,Commercial,2,NA,B-2
6944,540061500,Convenience Market,1953,5153,Commercial,1,NA,B-2
13912,540107200,Apartments over 20 units,1972,18024,Commercial,2,NA,R-3
6828,540112000,Office Building,1920,1890,Commercial,2,NA,HS
6828,540112000,Office Building,1920,199,Commercial,2,NA,HS
6802,540113000,Commercial,1954,349,Commercial,2,NA,HS
6802,540113000,Commercial,1954,3032,Commercial,2,NA,HS
6802,540113000,Commercial,1954,328,Commercial,2,NA,HS
6659,540114000,Medical Office,1964,8520,Commercial,1,NA,HS
6687,540115000,Bank,1972,612,Commercial,1,NA,HS
6812,540118000,Medical Office,1965,3204,Commercial,1,NA,HS
6896,540119000,Day Care Center,1981,9650,Commercial,3,NA,B-1
6970,540120000,Classroom  (Elem/2nd Sch),NA,NA,Commercial,2,NA,R-3
NA,540123000,Day Care Center,1946,3018,Commercial,3,NA,NA
7114,540126000,Medical Office,1990,2160,Commercial,1,NA,B-1
7114,540126000,Medical Office,1990,1721,Commercial,1,NA,B-1
7164,540127000,Medical Office,1972,20562,Commercial,1,NA,B-1
7396,540128000,Office Building,1925,3340,Commercial,2,NA,DN
7396,540128000,Office Building,1925,142,Commercial,2,NA,DN
7440,540129000,Office Building,1925,2560,Commercial,2,NA,DN
7440,540129000,Office Building,1925,1162,Commercial,2,NA,DN
7440,540129000,Office Building,1925,256,Commercial,2,NA,DN
7478,540130000,Office Building,1985,3192,Commercial,2,NA,DN
7512,540131000,Commercial,1925,2044,Commercial,2,NA,DN
7512,540131000,Commercial,1925,252,Commercial,2,NA,DN
7577,540133000,Office Building,1925,2744,Commercial,2,NA,DN
7665,540134000,Office Building,1925,1644,Commercial,2,NA,DN
7684,540137120,Office Building,2007,1260,Commercial,2,1,DN
7684,540137130,Office Building,2007,0,Commercial,2,1,DN
7684,540137190,Office Building,2007,1305,Commercial,2,1,DN
7684,540137A00,Office,0,984,Commercial,2,1,DN
7684,540137B00,Office,0,2345,Commercial,2,1,DN
7684,540137C00,Office,0,2326,Commercial,2,1,DN
7684,540137D00,Office Building,0,2495,Commercial,2,1,DN
7684,540137E00,Office,0,NA,Commercial,2,1,DN
7817,540141000,Day Care Center,2013,4495,Commercial,3,NA,DN
7817,540141000,Day Care Center,NA,NA,Commercial,3,NA,DN
7992,540143000,Group Care Home,1920,3714,Commercial,3,NA,DE
7992,540143000,Group Care Home,1920,280,Commercial,3,NA,DE
8023,540144000,Office Building,1957,1804,Commercial,2,NA,DE
8023,540144000,Office Building,1957,1125,Commercial,2,NA,DE
8062,540145000,Office Building,1971,1652,Commercial,2,NA,DE
8062,540145000,Office Building,1971,3776,Commercial,2,NA,DE
8130,540148000,Office Building,1946,1422,Commercial,2,NA,DE
8130,540148000,Office Building,1946,419,Commercial,2,NA,DE
8151,540149000,Apartments 1-10 units,1946,1198,Commercial,2,NA,DE
8151,540149000,Apartments 1-10 units,1946,379,Commercial,2,NA,DE
8201,540150000,Office Building,1925,2642,Commercial,2,NA,DEH
8201,540150000,Office Building,1925,190,Commercial,2,NA,DEH
8187,540154000,Multiple Commercial Use,1984,16744,Commercial,2,NA,DE
8187,540154000,Multiple Commercial Use,1984,7150,Commercial,2,NA,DE
8187,540154000,Multiple Commercial Use,1984,1350,Commercial,2,NA,DE
8187,540154000,Multiple Commercial Use,1984,1800,Commercial,2,NA,DE
8361,540156100,Multiple Commercial Use,1958,4500,Commercial,2,NA,DE
8361,540156100,Multiple Commercial Use,1958,13131,Commercial,2,NA,DE
8091,540158000,Industrial Light Manufacturing,1952,9128,Commercial,1,NA,M-I
7983,540159000,Dist. Warehouse,1973,18672,Commercial,1,NA,M-I
7983,540159000,Dist. Warehouse,1973,3750,Commercial,1,NA,M-I
7885,540161000,Multiple Commercial Use,1970,17465,Commercial,2,NA,M-I
7600,540168000,Medical Office,1977,4500,Commercial,1,NA,B-1
7489,540185000,Apartments 1-10 units,1925,3062,Commercial,2,NA,R-2
7489,540185000,Apartments 1-10 units,1925,100,Commercial,2,NA,R-2
7278,540190A00,Medical Office,NA,NA,Commercial,1,1,B-1
7278,540190B00,Medical Office,0,NA,Commercial,1,1,B-1
7278,540190C00,Medical Office,0,NA,Commercial,1,1,B-1
7278,540190D00,Medical Office,0,NA,Commercial,1,1,B-1
7278,540190E00,Medical Office,0,NA,Commercial,1,1,B-1
7278,540190F00,Medical Office,0,NA,Commercial,1,1,B-1
7278,540190G00,Medical Office,2009,1260,Commercial,1,1,B-1
8417,540253000,Multiple Commercial Use,1935,1323,Commercial,2,NA,M-I
8129,540255000,Dist. Warehouse,1989,16800,Commercial,1,NA,M-I
8129,540255000,Dist. Warehouse,1989,9352,Commercial,1,NA,M-I
8185,540267000,Commercial,1950,2380,Commercial,2,NA,M-I
8605,540270000,Service Repair Garage,1983,2528,Commercial,1,NA,DE
8488,540271000,Office Building,1985,5651,Commercial,2,NA,DE
8488,540271000,Office Building,1985,5000,Commercial,2,NA,DE
8469,540273000,Multiple Commercial Use,1999,10800,Commercial,2,NA,DE
7944,540277100,Medical Office,1993,6096,Commercial,1,NA,DE
14197,540277A00,Apartments 11-20 Units,2001,10455,Commercial,2,NA,DE
14197,540277A00,Apartments 11-20 Units,2001,1640,Commercial,2,NA,DE
7859,540277A10,Office,2001,2262,Commercial,2,1,DE
7859,540277B00,Office,2001,2236,Commercial,2,1,DE
7859,540277C00,Office,2001,1952,Commercial,2,1,DE
7859,540277D00,Office,2001,2262,Commercial,2,1,DE
7859,540277E00,Commercial,2001,NA,Commercial,2,1,DE
7859,540277F00,Office,2001,4500,Commercial,2,1,DE
7859,540277G00,Office,2001,2036,Commercial,2,1,DE
7859,540277H00,Office,2001,2655,Commercial,2,1,DE
7859,540277I00,Office,2001,2366,Commercial,2,1,DE
7859,540277J00,Office,2001,2246,Commercial,2,1,DE
8043,550019000,Natatorium (Swimming Pool),1975,2154,Commercial,1,NA,R-1S
8043,550019000,Natatorium (Swimming Pool),1975,1020,Commercial,1,NA,R-1S
8643,550025000,Office Building,1954,260,Commercial,2,NA,M-I
9249,550042100,Church,1966,1335,Commercial,1,NA,R-1S
7893,55A088000,Mortuary,1996,1956,Commercial,1,NA,MLTPC
8704,55A088900,Church,1992,7650,Commercial,1,NA,R-2
10755,55A146000,Church,1920,1805,Commercial,1,NA,R-1SHC
8635,560001000,Multiple Commercial Use,1950,1810,Commercial,2,NA,M-I
8635,560001000,Multiple Commercial Use,1950,120,Commercial,2,NA,M-I
8635,560001000,Multiple Commercial Use,1950,408,Commercial,2,NA,M-I
8720,560005000,Commercial,1961,5067,Commercial,2,NA,M-I
8798,560006000,Office,1985,6448,Commercial,2,NA,M-I
8868,560008000,Multiple Commercial Use,1966,39540,Commercial,2,NA,M-I
8940,560008100,Office Building,0,3080,Commercial,2,NA,M-I
8940,560008100,Office Building,0,3104,Commercial,2,NA,M-I
9097,560009000,Storage Warehouse,1972,3010,Commercial,1,NA,M-I
15067,560019000,Office Building,0,12885,Commercial,2,0,M-I
15067,560019000,Office Building,0,660,Commercial,2,0,M-I
9406,560021000,Commercial,0,1640,Commercial,2,NA,M-I
8989,560023000,Commercial,1927,NA,Commercial,2,NA,MLTP
9672,560027000,Storage Warehouse,1950,7164,Commercial,1,NA,M-I
9164,560028000,Storage Warehouse,1945,8121,Commercial,1,NA,MLTP
9164,560028000,Storage Warehouse,1945,3254,Commercial,1,NA,MLTP
9164,560028000,Storage Warehouse,1945,3200,Commercial,1,NA,MLTP
10165,560029200,Commercial,1963,900,Commercial,2,NA,M-I
10165,560029200,Commercial,1963,1200,Commercial,2,NA,M-I
10165,560029200,Commercial,1963,1134,Commercial,2,NA,M-I
14189,5600404A0,Mini-warehouse,2000,400,Commercial,1,NA,MLTP
14189,5600404A0,Mini-warehouse,2000,21600,Commercial,1,NA,MLTP
14189,5600404A0,Mini-warehouse,2000,22376,Commercial,1,NA,MLTP
14189,5600404A0,Mini-warehouse,2000,46250,Commercial,1,NA,MLTP
9764,560042000,Office Building,1977,3200,Commercial,2,NA,M-I
9764,560042000,Office Building,1977,1618,Commercial,2,NA,M-I
17128,560043200,Commercial,2013,20023,Commercial,2,NA,PUD
17093,560044000,Office Building,1988,18000,Commercial,2,NA,M-I
17093,560044000,Office Building,1988,12000,Commercial,2,NA,M-I
17093,560044000,Office Building,1988,49500,Commercial,2,NA,M-I
10146,560044100,Office Building,1987,4000,Commercial,2,NA,M-I
10146,560044100,Office Building,1987,1165,Commercial,2,NA,M-I
10266,5600442A0,Office Building,1987,1422,Commercial,2,1,M-I
10266,5600442A0,Office Building,1987,1493,Commercial,2,1,M-I
10266,5600442B0,Commercial,1987,1342,Commercial,2,1,M-I
10266,5600442B0,Commercial,1987,1414,Commercial,2,1,M-I
10266,5600442C0,Multiple Commercial Use,1987,2212,Commercial,2,1,M-I
10266,5600442CL,Multiple Commercial Use,1987,2179,Commercial,2,1,M-I
10266,5600442D0,Commercial,1987,2156,Commercial,2,1,M-I
10266,5600442D0,Commercial,1987,1091,Commercial,2,1,M-I
10266,5600442D0,Commercial,1987,1191,Commercial,2,1,M-I
10266,5600442E0,Office Building,1987,2156,Commercial,2,1,M-I
10266,5600442E0,Office Building,1987,1091,Commercial,2,1,M-I
10266,5600442E0,Office Building,1987,NA,Commercial,2,1,M-I
10266,5600442F0,Office Building,1987,4199,Commercial,2,1,M-I
10207,560044300,Storage Warehouse,1987,16420,Commercial,1,1,M-I
10207,560044300,Storage Warehouse,1987,4684,Commercial,1,1,M-I
17094,560044A00,Office Building,0,31220,Commercial,2,NA,M-I
9975,560045000,Office Building,1990,3168,Commercial,2,NA,M-I
10802,560048000,Apartments 11-20 Units,1999,3400,Commercial,2,NA,B-2
10802,560048000,Apartments 11-20 Units,1999,5032,Commercial,2,NA,B-2
15259,560084100,Condominium Commercial,2012,2467,Commercial,2,1,PUD
10131,560109000,Apartments over 20 units,2013,3120,Commercial,2,NA,PUD
13920,570002000,Storage Warehouse,2002,546,Commercial,1,NA,NCC
9206,570007400,Commercial,1995,1440,Commercial,2,NA,NCC
9339,570007900,Commercial,1975,900,Commercial,2,NA,NCC
9339,570007900,Commercial,1975,768,Commercial,2,NA,NCC
9633,570017000,Service Repair Garage,1973,6136,Commercial,1,NA,NCC
9600,570018000,Service Repair Garage,1976,3191,Commercial,1,NA,NCC
